yr,ts,j,value
2012,subsidies,wrh,-0.0
2014,subsidies,wrh,-0.0
2013,subsidies,wrh,-0.0
1999,subsidies,wrh,-0.0
2002,subsidies,wrh,-0.0
2017,subsidies,wrh,-0.0
2016,subsidies,wrh,-0.0
2015,subsidies,wrh,-0.0
1998,subsidies,wrh,-0.0
2004,subsidies,wrh,-0.0
2000,subsidies,wrh,-0.0
1997,subsidies,wrh,-0.0
2007,subsidies,wrh,-0.0
2010,subsidies,wrh,-0.0
2003,subsidies,wrh,-0.0
2011,subsidies,wrh,-0.0
2001,subsidies,wrh,-0.0
2008,taxes,ott,79.62
2009,taxes,ott,73.102
2005,taxes,ott,74.959
2006,taxes,ott,80.269
2012,taxes,ott,88.18900000000001
2014,taxes,ott,96.995
2013,taxes,ott,93.113
1999,taxes,ott,54.286
2002,taxes,ott,59.789
2017,taxes,ott,105.667
2016,taxes,ott,102.291
2015,taxes,ott,99.956
1998,taxes,ott,52.211
2004,taxes,ott,68.453
2000,taxes,ott,60.145
1997,taxes,ott,48.298
2007,taxes,ott,80.09400000000001
2010,taxes,ott,78.58200000000001
2003,taxes,ott,63.309000000000005
2011,taxes,ott,84.029
2001,taxes,ott,62.822
2008,subsidies,ott,-0.0
2009,subsidies,ott,-0.0
2005,subsidies,ott,-0.0
2006,subsidies,ott,-0.0
2012,subsidies,ott,-0.0
2014,subsidies,ott,-0.0
2013,subsidies,ott,-0.0
1999,subsidies,ott,-0.0
2002,subsidies,ott,-0.0
2017,subsidies,ott,-0.0
2016,subsidies,ott,-0.0
2015,subsidies,ott,-0.0
1998,subsidies,ott,-0.0
2004,subsidies,ott,-0.0
2000,subsidies,ott,-0.0
1997,subsidies,ott,-0.0
2007,subsidies,ott,-0.0
2010,subsidies,ott,-0.0
2003,subsidies,ott,-0.0
2011,subsidies,ott,-0.0
2001,subsidies,ott,-0.0
2008,taxes,che,0.781
2009,taxes,che,0.451
2005,taxes,che,0.514
2006,taxes,che,0.62
2012,taxes,che,3.476
2014,taxes,che,4.123
2013,taxes,che,3.928
1999,taxes,che,0.603
2002,taxes,che,0.459
2017,taxes,che,4.836
2016,taxes,che,3.8080000000000003
2015,taxes,che,4.112
1998,taxes,che,0.538
2004,taxes,che,0.523
2000,taxes,che,0.536
1997,taxes,che,0.561
2007,taxes,che,0.549
2010,taxes,che,0.509
2003,taxes,che,0.492
2011,taxes,che,3.346
2001,taxes,che,0.46900000000000003
2008,subsidies,che,-0.0
2009,subsidies,che,0.014
2005,subsidies,che,-0.0
2006,subsidies,che,-0.0
2012,subsidies,che,0.04
2014,subsidies,che,0.048
2013,subsidies,che,0.047
1999,subsidies,che,-0.0
2002,subsidies,che,-0.0
2017,subsidies,che,0.014
2016,subsidies,che,0.015
2015,subsidies,che,0.015
1998,subsidies,che,-0.0
2004,subsidies,che,-0.0
2000,subsidies,che,-0.0
1997,subsidies,che,-0.0
2007,subsidies,che,-0.0
2010,subsidies,che,0.016
2003,subsidies,che,-0.0
2011,subsidies,che,0.125
2001,subsidies,che,-0.0
2008,taxes,air,13.671000000000001
2009,taxes,air,13.793000000000001
2005,taxes,air,12.781
2006,taxes,air,12.258000000000001
2012,taxes,air,14.217
2014,taxes,air,17.872
2013,taxes,air,16.445
1999,taxes,air,9.031
2002,taxes,air,10.617
2017,taxes,air,21.551000000000002
2016,taxes,air,19.98
2015,taxes,air,19.065
1998,taxes,air,8.544
2004,taxes,air,12.42
2000,taxes,air,10.128
1997,taxes,air,6.719
2007,taxes,air,13.926
2010,taxes,air,12.677
2003,taxes,air,10.772
2011,taxes,air,13.808
2001,taxes,air,9.34
2008,subsidies,air,0.14100000000000001
2009,subsidies,air,0.171
2005,subsidies,air,0.061
2006,subsidies,air,0.093
2012,subsidies,air,0.259
2014,subsidies,air,0.219
2013,subsidies,air,0.234
1999,subsidies,air,-0.0
2002,subsidies,air,0.16
2017,subsidies,air,0.23800000000000002
2016,subsidies,air,0.245
2015,subsidies,air,0.24
1998,subsidies,air,-0.001
2004,subsidies,air,0.017
2000,subsidies,air,0.001
1997,subsidies,air,0.02
2007,subsidies,air,0.094
2010,subsidies,air,0.20500000000000002
2003,subsidies,air,2.515
2011,subsidies,air,0.23600000000000002
2001,subsidies,air,5.0280000000000005
2008,taxes,mmf,0.15
2009,taxes,mmf,0.046
2005,taxes,mmf,0.09
2006,taxes,mmf,0.116
2012,taxes,mmf,0.12
2014,taxes,mmf,1.538
2013,taxes,mmf,1.448
1999,taxes,mmf,0.135
2002,taxes,mmf,0.105
2017,taxes,mmf,0.176
2016,taxes,mmf,0.161
2015,taxes,mmf,1.489
1998,taxes,mmf,0.114
2004,taxes,mmf,0.132
2000,taxes,mmf,0.126
1997,taxes,mmf,0.126
2007,taxes,mmf,0.077
2010,taxes,mmf,0.065
2003,taxes,mmf,0.11
2011,taxes,mmf,0.179
2001,taxes,mmf,0.106
2008,subsidies,mmf,-0.0
2009,subsidies,mmf,-0.0
2005,subsidies,mmf,-0.0
2006,subsidies,mmf,-0.0
2012,subsidies,mmf,-0.0
2014,subsidies,mmf,-0.0
2013,subsidies,mmf,-0.0
1999,subsidies,mmf,-0.0
2002,subsidies,mmf,-0.0
2017,subsidies,mmf,-0.0
2016,subsidies,mmf,-0.0
2015,subsidies,mmf,-0.0
1998,subsidies,mmf,-0.0
2004,subsidies,mmf,-0.0
2000,subsidies,mmf,-0.0
1997,subsidies,mmf,-0.0
2007,subsidies,mmf,-0.0
2010,subsidies,mmf,-0.0
2003,subsidies,mmf,-0.0
2011,subsidies,mmf,-0.0
2001,subsidies,mmf,-0.0
2008,taxes,otr,0.182
2009,taxes,otr,0.17
2005,taxes,otr,0.145
2006,taxes,otr,0.165
2012,taxes,otr,0.219
2014,taxes,otr,0.252
2013,taxes,otr,0.244
1999,taxes,otr,0.121
2002,taxes,otr,0.124
2017,taxes,otr,0.28800000000000003
2016,taxes,otr,0.275
2015,taxes,otr,0.267
1998,taxes,otr,0.114
2004,taxes,otr,0.133
2000,taxes,otr,0.129
1997,taxes,otr,0.109
2007,taxes,otr,0.17300000000000001
2010,taxes,otr,0.19
2003,taxes,otr,0.127
2011,taxes,otr,0.20400000000000001
2001,taxes,otr,0.125
2008,subsidies,otr,-0.0
2009,subsidies,otr,-0.0
2005,subsidies,otr,-0.0
2006,subsidies,otr,-0.0
2012,subsidies,otr,-0.0
2014,subsidies,otr,-0.0
2013,subsidies,otr,-0.0
1999,subsidies,otr,-0.0
2002,subsidies,otr,-0.0
2017,subsidies,otr,-0.0
2016,subsidies,otr,-0.0
2015,subsidies,otr,-0.0
1998,subsidies,otr,-0.0
2004,subsidies,otr,-0.0
2000,subsidies,otr,-0.0
1997,subsidies,otr,-0.0
2007,subsidies,otr,-0.0
2010,subsidies,otr,-0.0
2003,subsidies,otr,-0.0
2011,subsidies,otr,-0.0
2001,subsidies,otr,-0.0
2008,taxes,min,3.001
2009,taxes,min,2.291
2005,taxes,min,2.33
2006,taxes,min,2.487
2012,taxes,min,3.6550000000000002
2014,taxes,min,3.656
2013,taxes,min,3.844
1999,taxes,min,1.444
2002,taxes,min,1.452
2017,taxes,min,2.4
2016,taxes,min,1.954
2015,taxes,min,2.414
1998,taxes,min,1.432
2004,taxes,min,1.881
2000,taxes,min,1.532
1997,taxes,min,1.537
2007,taxes,min,2.684
2010,taxes,min,2.968
2003,taxes,min,1.746
2011,taxes,min,3.809
2001,taxes,min,1.745
2008,subsidies,min,-0.0
2009,subsidies,min,-0.0
2005,subsidies,min,-0.0
2006,subsidies,min,-0.0
2012,subsidies,min,-0.0
2014,subsidies,min,-0.0
2013,subsidies,min,-0.0
1999,subsidies,min,-0.0
2002,subsidies,min,-0.0
2017,subsidies,min,-0.0
2016,subsidies,min,-0.0
2015,subsidies,min,-0.0
1998,subsidies,min,-0.0
2004,subsidies,min,-0.0
2000,subsidies,min,-0.0
1997,subsidies,min,-0.0
2007,subsidies,min,-0.0
2010,subsidies,min,-0.0
2003,subsidies,min,-0.0
2011,subsidies,min,-0.0
2001,subsidies,min,-0.0
