yr,ir_supply,jc_supply,value
2005,use,alt,0.0
2006,use,alt,0.0
2012,use,alt,0.0
2014,use,alt,0.0
2013,use,alt,0.0
1999,use,alt,0.005
2002,use,alt,0.0
2017,use,alt,0.0
2016,use,alt,0.0
2015,use,alt,0.0
1998,use,alt,0.007
2004,use,alt,0.0
2000,use,alt,0.003
1997,use,alt,0.009000000000000001
2007,use,alt,0.0
2010,use,alt,0.0
2003,use,alt,0.0
2011,use,alt,0.0
2001,use,alt,0.001
2008,fnd,alt,0.0
2009,fnd,alt,0.0
2005,fnd,alt,0.0
2006,fnd,alt,0.0
2012,fnd,alt,0.0
2014,fnd,alt,0.0
2013,fnd,alt,0.0
1999,fnd,alt,0.0
2002,fnd,alt,0.0
2017,fnd,alt,0.0
2016,fnd,alt,0.0
2015,fnd,alt,0.0
1998,fnd,alt,0.0
2004,fnd,alt,0.0
2000,fnd,alt,0.0
1997,fnd,alt,0.0
2007,fnd,alt,0.0
2010,fnd,alt,0.0
2003,fnd,alt,0.0
2011,fnd,alt,0.0
2001,fnd,alt,0.0
2008,pub,alt,0.0
2009,pub,alt,0.0
2005,pub,alt,0.0
2006,pub,alt,0.0
2012,pub,alt,0.0
2014,pub,alt,0.0
2013,pub,alt,0.0
1999,pub,alt,0.0
2002,pub,alt,0.0
2017,pub,alt,0.0
2016,pub,alt,0.0
2015,pub,alt,0.0
1998,pub,alt,0.0
2004,pub,alt,0.0
2000,pub,alt,0.0
1997,pub,alt,0.0
2007,pub,alt,0.0
2010,pub,alt,0.0
2003,pub,alt,0.0
2011,pub,alt,0.0
2001,pub,alt,0.0
2008,hou,alt,0.0
2009,hou,alt,0.0
2005,hou,alt,0.0
2006,hou,alt,0.0
2012,hou,alt,0.0
2014,hou,alt,0.0
2013,hou,alt,0.0
1999,hou,alt,0.0
2002,hou,alt,0.0
2017,hou,alt,0.0
2016,hou,alt,0.0
2015,hou,alt,0.0
1998,hou,alt,0.0
2004,hou,alt,0.0
2000,hou,alt,0.0
1997,hou,alt,0.0
2007,hou,alt,0.0
2010,hou,alt,0.0
2003,hou,alt,0.0
2011,hou,alt,0.0
2001,hou,alt,0.0
2008,fbt,alt,0.0
2009,fbt,alt,0.0
2005,fbt,alt,0.0
2006,fbt,alt,0.0
2012,fbt,alt,0.0
2014,fbt,alt,0.0
2013,fbt,alt,0.0
1999,fbt,alt,0.0
2002,fbt,alt,0.0
2017,fbt,alt,0.0
2016,fbt,alt,0.0
2015,fbt,alt,0.0
1998,fbt,alt,0.0
2004,fbt,alt,0.0
2000,fbt,alt,0.0
1997,fbt,alt,0.0
2007,fbt,alt,0.0
2010,fbt,alt,0.0
2003,fbt,alt,0.0
2011,fbt,alt,0.0
2001,fbt,alt,0.0
2008,ins,alt,0.0
2009,ins,alt,0.0
2005,ins,alt,0.0
2006,ins,alt,0.0
2012,ins,alt,0.0
2014,ins,alt,0.0
2013,ins,alt,0.0
1999,ins,alt,0.0
2002,ins,alt,0.0
2017,ins,alt,0.0
2016,ins,alt,0.0
2015,ins,alt,0.0
1998,ins,alt,0.0
2004,ins,alt,0.0
2000,ins,alt,0.0
1997,ins,alt,0.0
2007,ins,alt,0.0
2010,ins,alt,0.0
2003,ins,alt,0.0
2011,ins,alt,0.0
2001,ins,alt,0.0
2008,tex,alt,0.056
2009,tex,alt,0.443
2005,tex,alt,0.806
2006,tex,alt,0.448
2012,tex,alt,0.047
2014,tex,alt,0.029
2013,tex,alt,0.044
1999,tex,alt,1.11
2002,tex,alt,0.906
2017,tex,alt,0.029
2016,tex,alt,0.028
2015,tex,alt,0.029
1998,tex,alt,1.06
2004,tex,alt,1.228
2000,tex,alt,1.479
1997,tex,alt,1.5350000000000001
2007,tex,alt,0.145
2010,tex,alt,0.733
2003,tex,alt,1.736
2011,tex,alt,1.95
2001,tex,alt,1.08
2008,leg,alt,0.0
2009,leg,alt,0.0
2005,leg,alt,0.0
2006,leg,alt,0.0
2012,leg,alt,0.0
2014,leg,alt,0.0
2013,leg,alt,0.0
1999,leg,alt,0.0
2002,leg,alt,0.0
2017,leg,alt,0.0
2016,leg,alt,0.0
2015,leg,alt,0.0
1998,leg,alt,0.0
2004,leg,alt,0.0
2000,leg,alt,0.0
1997,leg,alt,0.0
2007,leg,alt,0.0
2010,leg,alt,0.0
2003,leg,alt,0.0
2011,leg,alt,0.0
2001,leg,alt,0.0
2008,fen,alt,0.0
2009,fen,alt,0.0
2005,fen,alt,0.0
2006,fen,alt,0.0
2012,fen,alt,0.0
2014,fen,alt,0.0
2013,fen,alt,0.0
1999,fen,alt,0.0
2002,fen,alt,0.0
2017,fen,alt,0.0
2016,fen,alt,0.0
2015,fen,alt,0.0
1998,fen,alt,0.0
2004,fen,alt,0.0
2000,fen,alt,0.0
1997,fen,alt,0.0
2007,fen,alt,0.0
2010,fen,alt,0.0
2003,fen,alt,0.0
2011,fen,alt,0.0
2001,fen,alt,0.0
2008,uti,alt,0.0
2009,uti,alt,0.0
2005,uti,alt,0.0
2006,uti,alt,0.0
2012,uti,alt,0.0
2014,uti,alt,0.0
2013,uti,alt,0.0
1999,uti,alt,0.0
2002,uti,alt,0.0
2017,uti,alt,0.0
2016,uti,alt,0.0
2015,uti,alt,0.0
1998,uti,alt,0.0
2004,uti,alt,0.0
2000,uti,alt,0.0
1997,uti,alt,0.0
2007,uti,alt,0.0
2010,uti,alt,0.0
2003,uti,alt,0.0
2011,uti,alt,0.0
2001,uti,alt,0.0
2008,nmp,alt,0.0
2009,nmp,alt,0.0
2005,nmp,alt,0.0
2006,nmp,alt,0.0
2012,nmp,alt,0.0
2014,nmp,alt,0.0
2013,nmp,alt,0.0
1999,nmp,alt,0.0
2002,nmp,alt,0.0
2017,nmp,alt,0.0
2016,nmp,alt,0.0
2015,nmp,alt,0.0
1998,nmp,alt,0.0
2004,nmp,alt,0.0
2000,nmp,alt,0.0
1997,nmp,alt,0.0
2007,nmp,alt,0.0
2010,nmp,alt,0.0
2003,nmp,alt,0.0
2011,nmp,alt,0.0
2001,nmp,alt,0.0
2008,brd,alt,0.0
2009,brd,alt,0.0
2005,brd,alt,0.0
2006,brd,alt,0.0
2012,brd,alt,0.0
2014,brd,alt,0.0
2013,brd,alt,0.0
1999,brd,alt,0.0
2002,brd,alt,0.0
2017,brd,alt,0.0
2016,brd,alt,0.0
2015,brd,alt,0.0
1998,brd,alt,0.0
2004,brd,alt,0.0
2000,brd,alt,0.0
1997,brd,alt,0.0
2007,brd,alt,0.0
2010,brd,alt,0.0
2003,brd,alt,0.0
2011,brd,alt,0.0
2001,brd,alt,0.0
2008,bnk,alt,0.0
2009,bnk,alt,0.0
2005,bnk,alt,0.0
2006,bnk,alt,0.0
2012,bnk,alt,0.0
2014,bnk,alt,0.0
2013,bnk,alt,0.0
1999,bnk,alt,0.0
2002,bnk,alt,0.0
2017,bnk,alt,0.0
2016,bnk,alt,0.0
2015,bnk,alt,0.0
1998,bnk,alt,0.0
2004,bnk,alt,0.0
2000,bnk,alt,0.0
1997,bnk,alt,0.0
2007,bnk,alt,0.0
2010,bnk,alt,0.0
2003,bnk,alt,0.0
2011,bnk,alt,0.0
2001,bnk,alt,0.0
2008,ore,alt,0.0
2009,ore,alt,0.0
2005,ore,alt,0.0
2006,ore,alt,0.0
2012,ore,alt,0.0
2014,ore,alt,0.0
2013,ore,alt,0.0
1999,ore,alt,0.0
2002,ore,alt,0.0
2017,ore,alt,0.0
2016,ore,alt,0.0
2015,ore,alt,0.0
1998,ore,alt,0.0
2004,ore,alt,0.0
2000,ore,alt,0.0
1997,ore,alt,0.0
2007,ore,alt,0.0
2010,ore,alt,0.0
2003,ore,alt,0.0
2011,ore,alt,0.0
2001,ore,alt,0.0
2008,edu,alt,0.0
2009,edu,alt,0.0
2005,edu,alt,0.0
2006,edu,alt,0.0
2012,edu,alt,0.0
2014,edu,alt,0.0
2013,edu,alt,0.0
1999,edu,alt,0.0
2002,edu,alt,0.0
2017,edu,alt,0.0
2016,edu,alt,0.0
2015,edu,alt,0.0
1998,edu,alt,0.0
2004,edu,alt,0.0
2000,edu,alt,0.0
1997,edu,alt,0.0
2007,edu,alt,0.0
2010,edu,alt,0.0
2003,edu,alt,0.0
2011,edu,alt,0.0
2001,edu,alt,0.0
2008,ote,alt,0.0
2009,ote,alt,0.0
2005,ote,alt,0.0
2006,ote,alt,0.0
2012,ote,alt,0.0
2014,ote,alt,0.0
2013,ote,alt,0.0
1999,ote,alt,0.0
2002,ote,alt,0.0
2017,ote,alt,0.0
2016,ote,alt,0.0
2015,ote,alt,0.0
1998,ote,alt,0.0
2004,ote,alt,0.0
2000,ote,alt,0.0
1997,ote,alt,0.0
2007,ote,alt,0.0
2010,ote,alt,0.0
2003,ote,alt,0.0
2011,ote,alt,0.0
2001,ote,alt,0.0
2008,man,alt,0.0
2009,man,alt,0.0
2005,man,alt,0.0
2006,man,alt,0.0
2012,man,alt,0.0
2014,man,alt,0.0
2013,man,alt,0.0
1999,man,alt,0.0
2002,man,alt,0.0
2017,man,alt,0.0
2016,man,alt,0.0
2015,man,alt,0.0
1998,man,alt,0.0
2004,man,alt,0.0
2000,man,alt,0.0
1997,man,alt,0.0
2007,man,alt,0.0
2010,man,alt,0.0
2003,man,alt,0.0
2011,man,alt,0.0
2001,man,alt,0.0
2008,mch,alt,0.0
2009,mch,alt,0.0
2005,mch,alt,0.0
2006,mch,alt,0.0
2012,mch,alt,0.0
2014,mch,alt,0.0
2013,mch,alt,0.0
1999,mch,alt,0.0
2002,mch,alt,0.0
2017,mch,alt,0.0
2016,mch,alt,0.0
2015,mch,alt,0.0
1998,mch,alt,0.0
2004,mch,alt,0.0
2000,mch,alt,0.0
1997,mch,alt,0.0
2007,mch,alt,0.0
2010,mch,alt,0.0
2003,mch,alt,0.0
2011,mch,alt,0.0
2001,mch,alt,0.0
2008,dat,alt,0.0
2009,dat,alt,0.0
2005,dat,alt,0.0
2006,dat,alt,0.0
2012,dat,alt,0.0
2014,dat,alt,0.0
2013,dat,alt,0.0
1999,dat,alt,0.0
2002,dat,alt,0.0
2017,dat,alt,0.0
2016,dat,alt,0.0
2015,dat,alt,0.0
1998,dat,alt,0.0
2004,dat,alt,0.0
2000,dat,alt,0.0
1997,dat,alt,0.0
2007,dat,alt,0.0
2010,dat,alt,0.0
2003,dat,alt,0.0
2011,dat,alt,0.0
2001,dat,alt,0.0
2008,amd,alt,0.0
2009,amd,alt,0.0
2005,amd,alt,0.0
2006,amd,alt,0.0
2012,amd,alt,0.0
2014,amd,alt,0.0
2013,amd,alt,0.0
1999,amd,alt,0.0
2002,amd,alt,0.0
2017,amd,alt,0.0
2016,amd,alt,0.0
2015,amd,alt,0.0
1998,amd,alt,0.0
2004,amd,alt,0.0
2000,amd,alt,0.0
1997,amd,alt,0.0
2007,amd,alt,0.0
2010,amd,alt,0.0
2003,amd,alt,0.0
2011,amd,alt,0.0
2001,amd,alt,0.0
2008,oil,alt,0.0
2009,oil,alt,0.0
2005,oil,alt,0.0
2006,oil,alt,0.0
2012,oil,alt,0.0
2014,oil,alt,0.0
2013,oil,alt,0.0
1999,oil,alt,0.0
2002,oil,alt,0.0
2017,oil,alt,0.0
2016,oil,alt,0.0
2015,oil,alt,0.0
1998,oil,alt,0.0
2004,oil,alt,0.0
2000,oil,alt,0.0
1997,oil,alt,0.0
2007,oil,alt,0.0
2010,oil,alt,0.0
2003,oil,alt,0.0
2011,oil,alt,0.0
2001,oil,alt,0.0
2008,hos,alt,0.0
2009,hos,alt,0.0
2005,hos,alt,0.0
2006,hos,alt,0.0
2012,hos,alt,0.0
2014,hos,alt,0.0
2013,hos,alt,0.0
1999,hos,alt,0.0
2002,hos,alt,0.0
2017,hos,alt,0.0
2016,hos,alt,0.0
2015,hos,alt,0.0
1998,hos,alt,0.0
2004,hos,alt,0.0
2000,hos,alt,0.0
1997,hos,alt,0.0
2007,hos,alt,0.0
2010,hos,alt,0.0
2003,hos,alt,0.0
2011,hos,alt,0.0
2001,hos,alt,0.0
2008,rnt,alt,0.0
2009,rnt,alt,0.0
2005,rnt,alt,0.0
2006,rnt,alt,0.0
2012,rnt,alt,0.0
2014,rnt,alt,0.0
2013,rnt,alt,0.0
1999,rnt,alt,0.0
2002,rnt,alt,0.0
2017,rnt,alt,0.0
2016,rnt,alt,0.0
2015,rnt,alt,0.0
1998,rnt,alt,0.0
2004,rnt,alt,0.0
2000,rnt,alt,0.0
1997,rnt,alt,0.0
2007,rnt,alt,0.0
2010,rnt,alt,0.0
2003,rnt,alt,0.0
2011,rnt,alt,0.0
2001,rnt,alt,0.0
2008,pla,alt,0.0
2009,pla,alt,0.0
2005,pla,alt,0.0
2006,pla,alt,0.0
2012,pla,alt,0.0
2014,pla,alt,0.0
2013,pla,alt,0.0
1999,pla,alt,0.0
2002,pla,alt,0.0
2017,pla,alt,0.0
2016,pla,alt,0.0
2015,pla,alt,0.0
1998,pla,alt,0.0
2004,pla,alt,0.0
2000,pla,alt,0.0
1997,pla,alt,0.0
2007,pla,alt,0.0
2010,pla,alt,0.0
2003,pla,alt,0.0
2011,pla,alt,0.0
2001,pla,alt,0.0
2008,fof,alt,0.0
2009,fof,alt,0.0
2005,fof,alt,0.0
2006,fof,alt,0.0
2012,fof,alt,0.0
2014,fof,alt,0.0
2013,fof,alt,0.0
1999,fof,alt,0.0
2002,fof,alt,0.0
2017,fof,alt,0.0
2016,fof,alt,0.0
2015,fof,alt,0.0
1998,fof,alt,0.0
2004,fof,alt,0.0
2000,fof,alt,0.0
1997,fof,alt,0.0
2007,fof,alt,0.0
2010,fof,alt,0.0
2003,fof,alt,0.0
2011,fof,alt,0.0
2001,fof,alt,0.0
2008,fin,alt,0.0
2009,fin,alt,0.0
2005,fin,alt,0.0
2006,fin,alt,0.0
2012,fin,alt,0.0
2014,fin,alt,0.0
2013,fin,alt,0.0
1999,fin,alt,0.0
2002,fin,alt,0.0
2017,fin,alt,0.0
2016,fin,alt,0.0
2015,fin,alt,0.0
1998,fin,alt,0.0
2004,fin,alt,0.0
2000,fin,alt,0.0
1997,fin,alt,0.0
2007,fin,alt,0.0
2010,fin,alt,0.0
2003,fin,alt,0.0
2011,fin,alt,0.0
2001,fin,alt,0.0
2008,tsv,alt,0.226
2009,tsv,alt,0.11900000000000001
2005,tsv,alt,0.233
2006,tsv,alt,0.171
2012,tsv,alt,0.153
2014,tsv,alt,0.17400000000000002
2013,tsv,alt,0.184
1999,tsv,alt,0.155
2002,tsv,alt,0.146
2017,tsv,alt,0.233
2016,tsv,alt,0.317
2015,tsv,alt,0.202
1998,tsv,alt,0.15
2004,tsv,alt,0.158
2000,tsv,alt,0.159
1997,tsv,alt,0.152
2007,tsv,alt,0.23900000000000002
2010,tsv,alt,0.14100000000000001
2003,tsv,alt,0.157
2011,tsv,alt,0.171
2001,tsv,alt,0.145
2008,nrs,alt,0.0
2009,nrs,alt,0.0
2005,nrs,alt,0.0
2006,nrs,alt,0.0
2012,nrs,alt,0.0
2014,nrs,alt,0.0
2013,nrs,alt,0.0
1999,nrs,alt,0.0
2002,nrs,alt,0.0
2017,nrs,alt,0.0
2016,nrs,alt,0.0
2015,nrs,alt,0.0
1998,nrs,alt,0.0
2004,nrs,alt,0.0
2000,nrs,alt,0.0
1997,nrs,alt,0.0
2007,nrs,alt,0.0
2010,nrs,alt,0.0
2003,nrs,alt,0.0
2011,nrs,alt,0.0
2001,nrs,alt,0.0
2008,sec,alt,0.0
2009,sec,alt,0.0
2005,sec,alt,0.0
2006,sec,alt,0.0
2012,sec,alt,0.0
2014,sec,alt,0.0
2013,sec,alt,0.0
1999,sec,alt,0.0
2002,sec,alt,0.0
2017,sec,alt,0.0
2016,sec,alt,0.0
2015,sec,alt,0.0
1998,sec,alt,0.0
2004,sec,alt,0.0
2000,sec,alt,0.0
1997,sec,alt,0.0
2007,sec,alt,0.0
2010,sec,alt,0.0
2003,sec,alt,0.0
2011,sec,alt,0.0
2001,sec,alt,0.0
2008,art,alt,0.0
2009,art,alt,0.0
2005,art,alt,0.0
2006,art,alt,0.0
2012,art,alt,0.0
2014,art,alt,0.0
2013,art,alt,0.0
1999,art,alt,0.0
2002,art,alt,0.0
2017,art,alt,0.0
2016,art,alt,0.0
2015,art,alt,0.0
1998,art,alt,0.0
2004,art,alt,0.0
2000,art,alt,0.0
1997,art,alt,0.0
2007,art,alt,0.0
2010,art,alt,0.0
2003,art,alt,0.0
2011,art,alt,0.0
2001,art,alt,0.0
2008,mov,alt,0.0
2009,mov,alt,0.0
2005,mov,alt,0.0
2006,mov,alt,0.0
2012,mov,alt,0.0
2014,mov,alt,0.0
2013,mov,alt,0.0
1999,mov,alt,0.0
2002,mov,alt,0.0
2017,mov,alt,0.0
2016,mov,alt,0.0
2015,mov,alt,0.0
1998,mov,alt,0.0
2004,mov,alt,0.0
2000,mov,alt,0.0
1997,mov,alt,0.0
2007,mov,alt,0.0
2010,mov,alt,0.0
2003,mov,alt,0.0
2011,mov,alt,0.0
2001,mov,alt,0.0
2008,fpd,alt,0.0
2009,fpd,alt,0.0
2005,fpd,alt,0.0
2006,fpd,alt,0.0
2012,fpd,alt,0.0
2014,fpd,alt,0.0
2013,fpd,alt,0.0
1999,fpd,alt,0.0
2002,fpd,alt,0.0
2017,fpd,alt,0.0
2016,fpd,alt,0.0
2015,fpd,alt,0.0
1998,fpd,alt,0.0
2004,fpd,alt,0.0
2000,fpd,alt,0.0
1997,fpd,alt,0.0
2007,fpd,alt,0.0
2010,fpd,alt,0.0
2003,fpd,alt,0.0
2011,fpd,alt,0.0
2001,fpd,alt,0.0
2008,slg,alt,0.0
2009,slg,alt,0.0
2005,slg,alt,0.0
2006,slg,alt,0.0
2012,slg,alt,0.0
2014,slg,alt,0.0
2013,slg,alt,0.0
1999,slg,alt,0.0
2002,slg,alt,0.0
2017,slg,alt,0.0
2016,slg,alt,0.0
2015,slg,alt,0.0
1998,slg,alt,0.0
2004,slg,alt,0.0
2000,slg,alt,0.0
1997,slg,alt,0.0
2007,slg,alt,0.0
2010,slg,alt,0.0
2003,slg,alt,0.0
2011,slg,alt,0.0
2001,slg,alt,0.0
2008,pri,alt,0.0
2009,pri,alt,0.0
2005,pri,alt,0.0
2006,pri,alt,0.0
2012,pri,alt,0.0
2014,pri,alt,0.0
2013,pri,alt,0.0
1999,pri,alt,0.0
2002,pri,alt,0.0
2017,pri,alt,0.0
2016,pri,alt,0.0
2015,pri,alt,0.0
1998,pri,alt,0.0
2004,pri,alt,0.0
2000,pri,alt,0.0
1997,pri,alt,0.0
2007,pri,alt,0.0
2010,pri,alt,0.0
2003,pri,alt,0.0
2011,pri,alt,0.0
2001,pri,alt,0.0
2008,grd,alt,0.0
2009,grd,alt,0.0
2005,grd,alt,0.0
2006,grd,alt,0.0
2012,grd,alt,0.0
2014,grd,alt,0.0
2013,grd,alt,0.0
1999,grd,alt,0.0
2002,grd,alt,0.0
2017,grd,alt,0.0
2016,grd,alt,0.0
2015,grd,alt,0.0
1998,grd,alt,0.0
2004,grd,alt,0.0
2000,grd,alt,0.0
1997,grd,alt,0.0
2007,grd,alt,0.0
2010,grd,alt,0.0
2003,grd,alt,0.0
2011,grd,alt,0.0
2001,grd,alt,0.0
2008,pip,alt,0.0
2009,pip,alt,0.0
2005,pip,alt,0.0
2006,pip,alt,0.0
2012,pip,alt,0.0
2014,pip,alt,0.0
2013,pip,alt,0.0
1999,pip,alt,0.0
2002,pip,alt,0.0
2017,pip,alt,0.0
2016,pip,alt,0.0
2015,pip,alt,0.0
1998,pip,alt,0.0
2004,pip,alt,0.0
2000,pip,alt,0.0
1997,pip,alt,0.0
2007,pip,alt,0.0
2010,pip,alt,0.0
2003,pip,alt,0.0
2011,pip,alt,0.0
2001,pip,alt,0.0
2008,sle,alt,0.0
2009,sle,alt,0.0
2005,sle,alt,0.0
2006,sle,alt,0.0
2012,sle,alt,0.0
2014,sle,alt,0.0
2013,sle,alt,0.0
1999,sle,alt,0.0
2002,sle,alt,0.0
2017,sle,alt,0.0
2016,sle,alt,0.0
2015,sle,alt,0.0
1998,sle,alt,0.0
2004,sle,alt,0.0
2000,sle,alt,0.0
1997,sle,alt,0.0
2007,sle,alt,0.0
2010,sle,alt,0.0
2003,sle,alt,0.0
2011,sle,alt,0.0
2001,sle,alt,0.0
2008,osv,alt,0.0
2009,osv,alt,0.0
2005,osv,alt,0.0
2006,osv,alt,0.0
2012,osv,alt,0.0
2014,osv,alt,0.0
2013,osv,alt,0.0
1999,osv,alt,0.0
2002,osv,alt,0.0
2017,osv,alt,0.0
2016,osv,alt,0.0
2015,osv,alt,0.0
1998,osv,alt,0.0
2004,osv,alt,0.0
2000,osv,alt,0.0
1997,osv,alt,0.0
2007,osv,alt,0.0
2010,osv,alt,0.0
2003,osv,alt,0.0
2011,osv,alt,0.0
2001,osv,alt,0.0
2008,trn,alt,0.0
2009,trn,alt,0.0
2005,trn,alt,0.0
2006,trn,alt,0.0
2012,trn,alt,0.0
2014,trn,alt,0.0
2013,trn,alt,0.0
1999,trn,alt,0.0
2002,trn,alt,0.0
2017,trn,alt,0.0
2016,trn,alt,0.0
2015,trn,alt,0.0
1998,trn,alt,0.0
2004,trn,alt,0.0
2000,trn,alt,0.0
1997,trn,alt,0.0
2007,trn,alt,0.0
2010,trn,alt,0.0
2003,trn,alt,0.0
2011,trn,alt,0.0
2001,trn,alt,0.0
2008,smn,alt,0.0
2009,smn,alt,0.0
2005,smn,alt,0.0
2006,smn,alt,0.0
2012,smn,alt,0.0
2014,smn,alt,0.0
2013,smn,alt,0.0
1999,smn,alt,0.0
2002,smn,alt,0.0
2017,smn,alt,0.0
2016,smn,alt,0.0
2015,smn,alt,0.0
1998,smn,alt,0.0
2004,smn,alt,0.0
2000,smn,alt,0.0
1997,smn,alt,0.0
2007,smn,alt,0.0
2010,smn,alt,0.0
2003,smn,alt,0.0
2011,smn,alt,0.0
2001,smn,alt,0.0
2008,fmt,alt,0.0
2009,fmt,alt,0.0
2005,fmt,alt,0.0
2006,fmt,alt,0.0
2012,fmt,alt,0.0
2014,fmt,alt,0.0
2013,fmt,alt,0.0
1999,fmt,alt,0.0
2002,fmt,alt,0.0
2017,fmt,alt,0.0
2016,fmt,alt,0.0
2015,fmt,alt,0.0
1998,fmt,alt,0.0
2004,fmt,alt,0.0
2000,fmt,alt,0.0
1997,fmt,alt,0.0
2007,fmt,alt,0.0
2010,fmt,alt,0.0
2003,fmt,alt,0.0
2011,fmt,alt,0.0
2001,fmt,alt,0.0
2008,pet,alt,0.0
2009,pet,alt,0.0
2005,pet,alt,0.0
2006,pet,alt,0.0
2012,pet,alt,0.0
2014,pet,alt,0.0
2013,pet,alt,0.0
1999,pet,alt,0.0
2002,pet,alt,0.0
2017,pet,alt,0.0
2016,pet,alt,0.0
2015,pet,alt,0.0
1998,pet,alt,0.0
2004,pet,alt,0.0
2000,pet,alt,0.0
1997,pet,alt,0.0
2007,pet,alt,0.0
2010,pet,alt,0.0
2003,pet,alt,0.0
2011,pet,alt,0.0
2001,pet,alt,0.0
2008,mvt,alt,0.0
2009,mvt,alt,0.0
2005,mvt,alt,0.0
2006,mvt,alt,0.0
2012,mvt,alt,0.0
2014,mvt,alt,0.0
2013,mvt,alt,0.0
1999,mvt,alt,0.0
2002,mvt,alt,0.0
2017,mvt,alt,0.0
2016,mvt,alt,0.0
2015,mvt,alt,0.0
1998,mvt,alt,0.0
2004,mvt,alt,0.0
2000,mvt,alt,0.0
1997,mvt,alt,0.0
2007,mvt,alt,0.0
2010,mvt,alt,0.0
2003,mvt,alt,0.0
2011,mvt,alt,0.0
2001,mvt,alt,0.0
2008,cep,alt,0.0
2009,cep,alt,0.0
2005,cep,alt,0.0
2006,cep,alt,0.0
2012,cep,alt,0.0
2014,cep,alt,0.0
2013,cep,alt,0.0
1999,cep,alt,0.0
2002,cep,alt,0.0
2017,cep,alt,0.0
2016,cep,alt,0.0
2015,cep,alt,0.0
1998,cep,alt,0.0
2004,cep,alt,0.0
2000,cep,alt,0.0
1997,cep,alt,0.0
2007,cep,alt,0.0
2010,cep,alt,0.0
2003,cep,alt,0.0
2011,cep,alt,0.0
2001,cep,alt,0.0
2008,wst,alt,0.0
2009,wst,alt,0.0
2005,wst,alt,0.0
2006,wst,alt,0.0
2012,wst,alt,0.0
2014,wst,alt,0.0
2013,wst,alt,0.0
1999,wst,alt,0.0
2002,wst,alt,0.0
2017,wst,alt,0.0
2016,wst,alt,0.0
2015,wst,alt,0.0
1998,wst,alt,0.0
2004,wst,alt,0.0
2000,wst,alt,0.0
1997,wst,alt,0.0
2007,wst,alt,0.0
2010,wst,alt,0.0
2003,wst,alt,0.0
2011,wst,alt,0.0
2001,wst,alt,0.0
2008,mot,alt,0.0
2009,mot,alt,0.0
2005,mot,alt,0.0
2006,mot,alt,0.0
2012,mot,alt,0.0
2014,mot,alt,0.0
2013,mot,alt,0.0
1999,mot,alt,0.0
2002,mot,alt,0.0
2017,mot,alt,0.0
2016,mot,alt,0.0
2015,mot,alt,0.0
1998,mot,alt,0.0
2004,mot,alt,0.0
2000,mot,alt,0.0
1997,mot,alt,0.0
2007,mot,alt,0.0
2010,mot,alt,0.0
2003,mot,alt,0.0
2011,mot,alt,0.0
2001,mot,alt,0.0
2008,adm,alt,0.0
2009,adm,alt,0.0
2005,adm,alt,0.0
2006,adm,alt,0.0
2012,adm,alt,0.0
2014,adm,alt,0.0
2013,adm,alt,0.0
1999,adm,alt,0.0
2002,adm,alt,0.0
2017,adm,alt,0.0
2016,adm,alt,0.0
2015,adm,alt,0.0
1998,adm,alt,0.0
2004,adm,alt,0.0
2000,adm,alt,0.0
1997,adm,alt,0.0
2007,adm,alt,0.0
2010,adm,alt,0.0
2003,adm,alt,0.0
2011,adm,alt,0.0
2001,adm,alt,0.0
2008,soc,alt,0.0
2009,soc,alt,0.0
2005,soc,alt,0.0
2006,soc,alt,0.0
2012,soc,alt,0.0
2014,soc,alt,0.0
2013,soc,alt,0.0
1999,soc,alt,0.0
2002,soc,alt,0.0
2017,soc,alt,0.0
2016,soc,alt,0.0
2015,soc,alt,0.0
1998,soc,alt,0.0
2004,soc,alt,0.0
2000,soc,alt,0.0
1997,soc,alt,0.0
2007,soc,alt,0.0
2010,soc,alt,0.0
2003,soc,alt,0.0
2011,soc,alt,0.0
2001,soc,alt,0.0
2008,alt,alt,23.958000000000002
2009,alt,alt,22.429000000000002
2005,alt,alt,37.224000000000004
2006,alt,alt,36.217
2012,alt,alt,18.14
2014,alt,alt,18.151
2013,alt,alt,18.511
1999,alt,alt,71.85000000000001
2002,alt,alt,47.29
2017,alt,alt,18.207
2016,alt,alt,17.434
2015,alt,alt,17.830000000000002
1998,alt,alt,74.803
2004,alt,alt,35.922000000000004
2000,alt,alt,70.502
1997,alt,alt,82.71900000000001
2007,alt,alt,26.7
2010,alt,alt,21.085
2003,alt,alt,40.615
2011,alt,alt,21.557000000000002
2001,alt,alt,53.895
2008,pmt,alt,0.0
2009,pmt,alt,0.0
2005,pmt,alt,0.0
2006,pmt,alt,0.0
2012,pmt,alt,0.0
2014,pmt,alt,0.0
2013,pmt,alt,0.0
1999,pmt,alt,0.0
2002,pmt,alt,0.0
2017,pmt,alt,0.0
2016,pmt,alt,0.0
2015,pmt,alt,0.0
1998,pmt,alt,0.0
2004,pmt,alt,0.0
2000,pmt,alt,0.0
1997,pmt,alt,0.0
2007,pmt,alt,0.0
2010,pmt,alt,0.0
2003,pmt,alt,0.0
2011,pmt,alt,0.0
2001,pmt,alt,0.0
2008,trk,alt,0.0
2009,trk,alt,0.0
2005,trk,alt,0.0
2006,trk,alt,0.0
2012,trk,alt,0.0
2014,trk,alt,0.0
2013,trk,alt,0.0
1999,trk,alt,0.0
2002,trk,alt,0.0
