yr,ir_use,jc_use,value
2007,osv,ppd,1.202
2010,osv,ppd,1.0230000000000001
2003,osv,ppd,1.738
2011,osv,ppd,1.099
2001,osv,ppd,1.874
2008,trn,ppd,0.0
2009,trn,ppd,0.0
2005,trn,ppd,0.0
2006,trn,ppd,0.0
2012,trn,ppd,0.0
2014,trn,ppd,0.0
2013,trn,ppd,0.0
1999,trn,ppd,0.0
2002,trn,ppd,0.0
2017,trn,ppd,0.0
2016,trn,ppd,0.0
2015,trn,ppd,0.0
1998,trn,ppd,0.0
2004,trn,ppd,0.0
2000,trn,ppd,0.0
1997,trn,ppd,0.0
2007,trn,ppd,0.0
2010,trn,ppd,0.0
2003,trn,ppd,0.0
2011,trn,ppd,0.0
2001,trn,ppd,0.0
2008,smn,ppd,0.0
2009,smn,ppd,0.0
2005,smn,ppd,0.0
2006,smn,ppd,0.0
2012,smn,ppd,0.0
2014,smn,ppd,0.0
2013,smn,ppd,0.0
1999,smn,ppd,0.0
2002,smn,ppd,0.0
2017,smn,ppd,0.0
2016,smn,ppd,0.0
2015,smn,ppd,0.0
1998,smn,ppd,0.0
2004,smn,ppd,0.0
2000,smn,ppd,0.0
1997,smn,ppd,0.0
2007,smn,ppd,0.0
2010,smn,ppd,0.0
2003,smn,ppd,0.0
2011,smn,ppd,0.0
2001,smn,ppd,0.0
2008,fmt,ppd,5.48
2009,fmt,ppd,4.058
2005,fmt,ppd,3.779
2006,fmt,ppd,4.062
2012,fmt,ppd,6.444
2014,fmt,ppd,6.048
2013,fmt,ppd,6.168
1999,fmt,ppd,3.353
2002,fmt,ppd,3.372
2017,fmt,ppd,6.077
2016,fmt,ppd,5.989
2015,fmt,ppd,6.2
1998,fmt,ppd,3.2520000000000002
2004,fmt,ppd,3.432
2000,fmt,ppd,3.347
1997,fmt,ppd,3.208
2007,fmt,ppd,5.0760000000000005
2010,fmt,ppd,4.907
2003,fmt,ppd,3.262
2011,fmt,ppd,5.72
2001,fmt,ppd,3.2800000000000002
2008,pet,ppd,3.827
2009,pet,ppd,1.6640000000000001
2005,pet,ppd,3.121
2006,pet,ppd,2.597
2012,pet,ppd,2.302
2014,pet,ppd,2.0460000000000003
2013,pet,ppd,2.302
1999,pet,ppd,0.515
2002,pet,ppd,1.11
2017,pet,ppd,1.332
2016,pet,ppd,1.078
2015,pet,ppd,1.339
1998,pet,ppd,0.577
2004,pet,ppd,2.166
2000,pet,ppd,0.978
1997,pet,ppd,0.744
2007,pet,ppd,3.068
2010,pet,ppd,1.923
2003,pet,ppd,1.534
2011,pet,ppd,2.6550000000000002
2001,pet,ppd,0.877
2008,cep,ppd,0.724
2009,cep,ppd,0.634
2005,cep,ppd,1.18
2006,cep,ppd,1.34
2012,cep,ppd,1.0050000000000001
2014,cep,ppd,1.041
2013,cep,ppd,1.067
1999,cep,ppd,0.653
2002,cep,ppd,0.9510000000000001
2017,cep,ppd,1.287
2016,cep,ppd,1.294
2015,cep,ppd,1.296
1998,cep,ppd,0.557
2004,cep,ppd,1.1480000000000001
2000,cep,ppd,0.677
1997,cep,ppd,0.499
2007,cep,ppd,0.727
2010,cep,ppd,0.8210000000000001
2003,cep,ppd,1.055
2011,cep,ppd,0.898
2001,cep,ppd,0.9390000000000001
2008,wst,ppd,0.427
2009,wst,ppd,0.34
2005,wst,ppd,0.337
2006,wst,ppd,0.34700000000000003
2012,wst,ppd,0.381
2014,wst,ppd,0.37
2013,wst,ppd,0.34600000000000003
1999,wst,ppd,0.258
2002,wst,ppd,0.312
2017,wst,ppd,0.317
2016,wst,ppd,0.294
2015,wst,ppd,0.299
1998,wst,ppd,0.307
2004,wst,ppd,0.28600000000000003
2000,wst,ppd,0.269
1997,wst,ppd,0.244
2007,wst,ppd,0.494
2010,wst,ppd,0.361
2003,wst,ppd,0.304
2011,wst,ppd,0.359
2001,wst,ppd,0.255
2008,mot,ppd,1.041
2009,mot,ppd,0.56
2005,mot,ppd,0.743
2006,mot,ppd,0.75
2012,mot,ppd,1.364
2014,mot,ppd,1.506
2013,mot,ppd,1.462
1999,mot,ppd,0.773
2002,mot,ppd,0.7020000000000001
2017,mot,ppd,1.44
2016,mot,ppd,1.688
2015,mot,ppd,1.67
1998,mot,ppd,0.664
2004,mot,ppd,0.719
2000,mot,ppd,0.897
1997,mot,ppd,0.614
2007,mot,ppd,0.9450000000000001
2010,mot,ppd,0.8260000000000001
2003,mot,ppd,0.71
2011,mot,ppd,1.0
2001,mot,ppd,0.7010000000000001
2008,adm,ppd,1.6380000000000001
2009,adm,ppd,1.395
2005,adm,ppd,1.403
2006,adm,ppd,1.4040000000000001
2012,adm,ppd,1.483
2014,adm,ppd,1.694
2013,adm,ppd,1.565
1999,adm,ppd,1.336
2002,adm,ppd,1.6480000000000001
2017,adm,ppd,1.672
2016,adm,ppd,1.734
2015,adm,ppd,1.54
1998,adm,ppd,1.354
2004,adm,ppd,1.326
2000,adm,ppd,1.422
1997,adm,ppd,1.243
2007,adm,ppd,1.829
2010,adm,ppd,1.475
2003,adm,ppd,1.577
2011,adm,ppd,1.593
2001,adm,ppd,1.506
2008,soc,ppd,0.0
2009,soc,ppd,0.0
2005,soc,ppd,0.0
2006,soc,ppd,0.0
2012,soc,ppd,0.0
2014,soc,ppd,0.0
2013,soc,ppd,0.0
1999,soc,ppd,0.0
2002,soc,ppd,0.0
2017,soc,ppd,0.0
2016,soc,ppd,0.0
2015,soc,ppd,0.0
1998,soc,ppd,0.0
2004,soc,ppd,0.0
2000,soc,ppd,0.0
1997,soc,ppd,0.0
2007,soc,ppd,0.0
2010,soc,ppd,0.0
2003,soc,ppd,0.0
2011,soc,ppd,0.0
2001,soc,ppd,0.0
2008,alt,ppd,0.0
2009,alt,ppd,0.0
2005,alt,ppd,0.0
2006,alt,ppd,0.0
2012,alt,ppd,0.0
2014,alt,ppd,0.0
2013,alt,ppd,0.0
1999,alt,ppd,0.0
2002,alt,ppd,0.0
2017,alt,ppd,0.0
2016,alt,ppd,0.0
2015,alt,ppd,0.0
1998,alt,ppd,0.0
2004,alt,ppd,0.0
2000,alt,ppd,0.0
1997,alt,ppd,0.0
2007,alt,ppd,0.0
2010,alt,ppd,0.0
2003,alt,ppd,0.0
2011,alt,ppd,0.0
2001,alt,ppd,0.0
2008,pmt,ppd,0.454
2009,pmt,ppd,0.27
2005,pmt,ppd,0.385
2006,pmt,ppd,0.442
2012,pmt,ppd,0.545
2014,pmt,ppd,0.55
2013,pmt,ppd,0.535
1999,pmt,ppd,0.34700000000000003
2002,pmt,ppd,0.281
2017,pmt,ppd,0.637
2016,pmt,ppd,0.539
2015,pmt,ppd,0.543
1998,pmt,ppd,0.392
2004,pmt,ppd,0.354
2000,pmt,ppd,0.379
1997,pmt,ppd,0.331
2007,pmt,ppd,0.47200000000000003
2010,pmt,ppd,0.392
2003,pmt,ppd,0.296
2011,pmt,ppd,0.45
2001,pmt,ppd,0.326
2008,trk,ppd,0.004
2009,trk,ppd,0.007
2005,trk,ppd,0.007
2006,trk,ppd,0.015
2012,trk,ppd,0.007
2014,trk,ppd,0.006
2013,trk,ppd,0.006
1999,trk,ppd,0.006
2002,trk,ppd,0.006
2017,trk,ppd,0.157
2016,trk,ppd,0.007
2015,trk,ppd,0.007
1998,trk,ppd,0.005
2004,trk,ppd,0.006
2000,trk,ppd,0.008
1997,trk,ppd,0.003
2007,trk,ppd,0.008
2010,trk,ppd,0.01
2003,trk,ppd,0.012
2011,trk,ppd,0.009000000000000001
2001,trk,ppd,0.011
2008,fdd,ppd,0.0
2009,fdd,ppd,0.0
2005,fdd,ppd,0.0
2006,fdd,ppd,0.0
2012,fdd,ppd,0.0
2014,fdd,ppd,0.0
2013,fdd,ppd,0.0
1999,fdd,ppd,0.0
2002,fdd,ppd,0.0
2017,fdd,ppd,0.0
2016,fdd,ppd,0.0
2015,fdd,ppd,0.0
1998,fdd,ppd,0.0
2004,fdd,ppd,0.0
2000,fdd,ppd,0.0
1997,fdd,ppd,0.0
2007,fdd,ppd,0.0
2010,fdd,ppd,0.0
2003,fdd,ppd,0.0
2011,fdd,ppd,0.0
2001,fdd,ppd,0.0
2008,wtt,ppd,0.0
2009,wtt,ppd,0.0
2005,wtt,ppd,0.0
2006,wtt,ppd,0.0
2012,wtt,ppd,0.0
2014,wtt,ppd,0.0
2013,wtt,ppd,0.0
1999,wtt,ppd,0.0
2002,wtt,ppd,0.0
2017,wtt,ppd,0.0
2016,wtt,ppd,0.0
2015,wtt,ppd,0.0
1998,wtt,ppd,0.0
2004,wtt,ppd,0.0
2000,wtt,ppd,0.0
1997,wtt,ppd,0.0
2007,wtt,ppd,0.0
2010,wtt,ppd,0.0
2003,wtt,ppd,0.0
2011,wtt,ppd,0.0
2001,wtt,ppd,0.0
2008,wpd,ppd,4.977
2009,wpd,ppd,3.97
2005,wpd,ppd,5.212
2006,wpd,ppd,5.025
2012,wpd,ppd,5.798
2014,wpd,ppd,6.062
2013,wpd,ppd,6.218
1999,wpd,ppd,5.65
2002,wpd,ppd,4.529
2017,wpd,ppd,6.479
2016,wpd,ppd,6.024
2015,wpd,ppd,6.099
1998,wpd,ppd,5.389
2004,wpd,ppd,5.024
2000,wpd,ppd,5.244
1997,wpd,ppd,5.864
2007,wpd,ppd,4.921
2010,wpd,ppd,4.938
2003,wpd,ppd,4.174
2011,wpd,ppd,5.617
2001,wpd,ppd,5.0760000000000005
2008,wht,ppd,1.47
2009,wht,ppd,1.555
2005,wht,ppd,1.415
2006,wht,ppd,1.488
2012,wht,ppd,1.329
2014,wht,ppd,1.316
2013,wht,ppd,1.226
1999,wht,ppd,2.3970000000000002
2002,wht,ppd,1.311
2017,wht,ppd,1.2750000000000001
2016,wht,ppd,1.337
2015,wht,ppd,1.287
1998,wht,ppd,2.719
2004,wht,ppd,1.175
2000,wht,ppd,2.112
1997,wht,ppd,2.855
2007,wht,ppd,1.407
2010,wht,ppd,1.5290000000000001
2003,wht,ppd,1.337
2011,wht,ppd,1.233
2001,wht,ppd,1.823
2008,oth,ppd,0.422
2009,oth,ppd,0.403
2005,oth,ppd,0.401
2006,oth,ppd,0.4
2012,oth,ppd,0.483
2014,oth,ppd,0.485
2013,oth,ppd,0.484
1999,oth,ppd,0.293
2002,oth,ppd,0.325
2017,oth,ppd,0.519
2016,oth,ppd,0.5
2015,oth,ppd,0.456
1998,oth,ppd,0.196
2004,oth,ppd,0.378
2000,oth,ppd,0.339
1997,oth,ppd,0.182
2007,oth,ppd,0.40800000000000003
2010,oth,ppd,0.448
2003,oth,ppd,0.317
2011,oth,ppd,0.47300000000000003
2001,oth,ppd,0.312
2008,wrh,ppd,0.035
2009,wrh,ppd,0.074
2005,wrh,ppd,0.044
2006,wrh,ppd,0.092
2012,wrh,ppd,0.139
2014,wrh,ppd,0.123
2013,wrh,ppd,0.128
1999,wrh,ppd,0.052000000000000005
2002,wrh,ppd,0.038
2017,wrh,ppd,3.424
2016,wrh,ppd,0.159
2015,wrh,ppd,0.149
1998,wrh,ppd,0.056
2004,wrh,ppd,0.039
2000,wrh,ppd,0.058
1997,wrh,ppd,0.048
2007,wrh,ppd,0.055
2010,wrh,ppd,0.131
2003,wrh,ppd,0.075
2011,wrh,ppd,0.133
2001,wrh,ppd,0.066
2008,ott,ppd,0.0
2009,ott,ppd,0.0
2005,ott,ppd,0.0
2006,ott,ppd,0.0
2012,ott,ppd,0.0
2014,ott,ppd,0.0
2013,ott,ppd,0.0
1999,ott,ppd,0.0
2002,ott,ppd,0.0
2017,ott,ppd,0.0
2016,ott,ppd,0.0
2015,ott,ppd,0.0
1998,ott,ppd,0.0
2004,ott,ppd,0.0
2000,ott,ppd,0.0
1997,ott,ppd,0.0
2007,ott,ppd,0.0
2010,ott,ppd,0.0
2003,ott,ppd,0.0
2011,ott,ppd,0.0
2001,ott,ppd,0.0
2008,che,ppd,14.619
2009,che,ppd,11.64
2005,che,ppd,10.194
2006,che,ppd,10.223
2012,che,ppd,16.317
2014,che,ppd,14.837
2013,che,ppd,15.477
1999,che,ppd,9.025
2002,che,ppd,9.193
2017,che,ppd,14.693
2016,che,ppd,14.31
2015,che,ppd,14.819
1998,che,ppd,8.943
2004,che,ppd,9.335
2000,che,ppd,9.235
1997,che,ppd,8.495000000000001
2007,che,ppd,12.168000000000001
2010,che,ppd,13.672
2003,che,ppd,9.282
2011,che,ppd,15.311
2001,che,ppd,9.342
2008,air,ppd,0.23500000000000001
2009,air,ppd,0.16
2005,air,ppd,0.268
2006,air,ppd,0.293
2012,air,ppd,0.23900000000000002
2014,air,ppd,0.243
2013,air,ppd,0.231
1999,air,ppd,0.258
2002,air,ppd,0.231
2017,air,ppd,0.203
2016,air,ppd,0.227
2015,air,ppd,0.211
1998,air,ppd,0.293
2004,air,ppd,0.231
2000,air,ppd,0.28500000000000003
1997,air,ppd,0.245
2007,air,ppd,0.292
2010,air,ppd,0.163
2003,air,ppd,0.255
2011,air,ppd,0.156
2001,air,ppd,0.253
2008,mmf,ppd,0.001
2009,mmf,ppd,0.001
2005,mmf,ppd,0.001
2006,mmf,ppd,0.001
2012,mmf,ppd,0.001
2014,mmf,ppd,0.001
2013,mmf,ppd,0.001
1999,mmf,ppd,0.001
2002,mmf,ppd,0.001
2017,mmf,ppd,0.0
2016,mmf,ppd,0.001
2015,mmf,ppd,0.001
1998,mmf,ppd,0.001
2004,mmf,ppd,0.001
2000,mmf,ppd,0.001
1997,mmf,ppd,0.001
2007,mmf,ppd,0.001
2010,mmf,ppd,0.001
2003,mmf,ppd,0.001
2011,mmf,ppd,0.001
2001,mmf,ppd,0.001
2008,otr,ppd,0.315
2009,otr,ppd,0.263
2005,otr,ppd,0.377
2006,otr,ppd,0.333
2012,otr,ppd,0.432
2014,otr,ppd,0.421
2013,otr,ppd,0.485
1999,otr,ppd,0.28800000000000003
2002,otr,ppd,0.4
2017,otr,ppd,0.493
2016,otr,ppd,0.436
2015,otr,ppd,0.435
1998,otr,ppd,0.316
2004,otr,ppd,0.34400000000000003
2000,otr,ppd,0.34700000000000003
1997,otr,ppd,0.26
2007,otr,ppd,0.34
2010,otr,ppd,0.272
2003,otr,ppd,0.41000000000000003
2011,otr,ppd,0.217
2001,otr,ppd,0.387
2008,min,ppd,3.912
2009,min,ppd,2.632
2005,min,ppd,3.254
2006,min,ppd,3.306
2012,min,ppd,2.355
2014,min,ppd,2.185
2013,min,ppd,2.105
1999,min,ppd,1.012
2002,min,ppd,1.985
2017,min,ppd,1.722
2016,min,ppd,1.328
2015,min,ppd,1.85
1998,min,ppd,1.6280000000000001
2004,min,ppd,2.73
2000,min,ppd,1.23
1997,min,ppd,1.922
2007,min,ppd,3.198
2010,min,ppd,2.351
2003,min,ppd,2.515
2011,min,ppd,2.486
2001,min,ppd,1.22
2008,othtax,ppd,1.713
2009,othtax,ppd,1.782
2005,othtax,ppd,1.615
2006,othtax,ppd,1.657
2012,othtax,ppd,1.6540000000000001
2014,othtax,ppd,1.568
2013,othtax,ppd,1.663
1999,othtax,ppd,1.619
2002,othtax,ppd,1.526
2017,othtax,ppd,1.718
2016,othtax,ppd,1.6460000000000001
2015,othtax,ppd,1.597
1998,othtax,ppd,1.6280000000000001
2004,othtax,ppd,1.581
2000,othtax,ppd,1.643
1997,othtax,ppd,1.582
2007,othtax,ppd,1.723
2010,othtax,ppd,1.725
2003,othtax,ppd,1.552
2011,othtax,ppd,1.674
2001,othtax,ppd,1.463
2008,surplus,ppd,18.341
2009,surplus,ppd,28.922
2005,surplus,ppd,18.666
2006,surplus,ppd,25.144000000000002
2012,surplus,ppd,22.104
2014,surplus,ppd,25.273
2013,surplus,ppd,25.199
1999,surplus,ppd,24.966
2002,surplus,ppd,20.521
2017,surplus,ppd,23.057000000000002
2016,surplus,ppd,26.489
2015,surplus,ppd,27.595
1998,surplus,ppd,22.245
2004,surplus,ppd,19.748
2000,surplus,ppd,27.213
1997,surplus,ppd,22.039
2007,surplus,ppd,22.509
2010,surplus,ppd,25.572
2003,surplus,ppd,17.557
2011,surplus,ppd,22.721
2001,surplus,ppd,19.334
2008,compen,ppd,31.216
2009,compen,ppd,28.472
2005,compen,ppd,31.314
2006,compen,ppd,31.081
2012,compen,ppd,29.123
2014,compen,ppd,29.785
2013,compen,ppd,29.352
1999,compen,ppd,32.706
2002,compen,ppd,31.981
2017,compen,ppd,30.471
2016,compen,ppd,29.955000000000002
2015,compen,ppd,30.171
1998,compen,ppd,31.893
2004,compen,ppd,31.316
2000,compen,ppd,33.241
1997,compen,ppd,31.656000000000002
2007,compen,ppd,31.376
2010,compen,ppd,28.905
2003,compen,ppd,31.824
2011,compen,ppd,29.194
2001,compen,ppd,32.61
2008,taxes,ppd,0.111
2009,taxes,ppd,0.098
2005,taxes,ppd,0.105
2006,taxes,ppd,0.108
2012,taxes,ppd,0.099
2014,taxes,ppd,0.10200000000000001
2013,taxes,ppd,0.10200000000000001
1999,taxes,ppd,0.092
2002,taxes,ppd,0.092
2017,taxes,ppd,0.105
2016,taxes,ppd,0.10400000000000001
2015,taxes,ppd,0.10400000000000001
1998,taxes,ppd,0.091
2004,taxes,ppd,0.099
2000,taxes,ppd,0.093
1997,taxes,ppd,0.091
2007,taxes,ppd,0.114
2010,taxes,ppd,0.10400000000000001
2003,taxes,ppd,0.095
2011,taxes,ppd,0.105
2001,taxes,ppd,0.095
2008,subsidies,ppd,0.0
2009,subsidies,ppd,0.0
2005,subsidies,ppd,0.0
2006,subsidies,ppd,0.0
2012,subsidies,ppd,0.0
2014,subsidies,ppd,0.0
2013,subsidies,ppd,0.0
1999,subsidies,ppd,0.0
2002,subsidies,ppd,0.0
2017,subsidies,ppd,0.0
2016,subsidies,ppd,0.0
2015,subsidies,ppd,0.0
1998,subsidies,ppd,0.0
2004,subsidies,ppd,0.0
2000,subsidies,ppd,0.0
1997,subsidies,ppd,0.0
2007,subsidies,ppd,0.0
2010,subsidies,ppd,0.0
2003,subsidies,ppd,0.0
2011,subsidies,ppd,0.0
2001,subsidies,ppd,0.0
2008,interm,ppd,125.99000000000001
2009,interm,ppd,101.259
2005,interm,ppd,108.367
2006,interm,ppd,109.553
2012,interm,ppd,125.99300000000001
2014,interm,ppd,127.887
2013,interm,ppd,127.49900000000001
1999,interm,ppd,96.21900000000001
2002,interm,ppd,98.346
2017,interm,ppd,126.217
2016,interm,ppd,120.715
2015,interm,ppd,123.443
1998,interm,ppd,97.319
2004,interm,ppd,100.22800000000001
2000,interm,ppd,101.486
1997,interm,ppd,93.874
2007,interm,ppd,118.503
2010,interm,ppd,113.10000000000001
2003,interm,ppd,97.708
2011,interm,ppd,121.89
2001,interm,ppd,101.467
2008,basicvalueadded,ppd,51.27
2009,basicvalueadded,ppd,59.176
2005,basicvalueadded,ppd,51.595
2006,basicvalueadded,ppd,57.882
2012,basicvalueadded,ppd,52.881
2014,basicvalueadded,ppd,56.626
2013,basicvalueadded,ppd,56.214
1999,basicvalueadded,ppd,59.29
2002,basicvalueadded,ppd,54.027
2017,basicvalueadded,ppd,55.246
2016,basicvalueadded,ppd,58.089
2015,basicvalueadded,ppd,59.363
1998,basicvalueadded,ppd,55.766
2004,basicvalueadded,ppd,52.645
2000,basicvalueadded,ppd,62.097
1997,basicvalueadded,ppd,55.278
2007,basicvalueadded,ppd,55.608000000000004
2010,basicvalueadded,ppd,56.202
2003,basicvalueadded,ppd,50.933
2011,basicvalueadded,ppd,53.589
2001,basicvalueadded,ppd,53.408
2008,industryoutput,ppd,177.26
2009,industryoutput,ppd,160.435
2005,industryoutput,ppd,159.96200000000002
2006,industryoutput,ppd,167.435
2012,industryoutput,ppd,178.874
2014,industryoutput,ppd,184.513
2013,industryoutput,ppd,183.713
1999,industryoutput,ppd,155.51
2002,industryoutput,ppd,152.374
2017,industryoutput,ppd,181.464
2016,industryoutput,ppd,178.804
2015,industryoutput,ppd,182.80700000000002
1998,industryoutput,ppd,153.085
2004,industryoutput,ppd,152.873
2000,industryoutput,ppd,163.583
1997,industryoutput,ppd,149.151
2007,industryoutput,ppd,174.111
2010,industryoutput,ppd,169.302
2003,industryoutput,ppd,148.641
2011,industryoutput,ppd,175.479
2001,industryoutput,ppd,154.875
2008,valueadded,ppd,51.381
2009,valueadded,ppd,59.274
2005,valueadded,ppd,51.7
2006,valueadded,ppd,57.99
2012,valueadded,ppd,52.980000000000004
2014,valueadded,ppd,56.728
2013,valueadded,ppd,56.316
1999,valueadded,ppd,59.382
2002,valueadded,ppd,54.119
2017,valueadded,ppd,55.352000000000004
2016,valueadded,ppd,58.194
2015,valueadded,ppd,59.468
1998,valueadded,ppd,55.857
2004,valueadded,ppd,52.744
2000,valueadded,ppd,62.190000000000005
1997,valueadded,ppd,55.369
2007,valueadded,ppd,55.722
2010,valueadded,ppd,56.306000000000004
2003,valueadded,ppd,51.028
2011,valueadded,ppd,53.694
2001,valueadded,ppd,53.503
2008,ppd,res,2.485
2009,ppd,res,2.411
2005,ppd,res,1.8900000000000001
2006,ppd,res,2.126
2012,ppd,res,2.965
2014,ppd,res,3.019
2013,ppd,res,3.028
1999,ppd,res,1.797
2002,ppd,res,1.872
2017,ppd,res,3.516
2016,ppd,res,3.0300000000000002
2015,ppd,res,2.992
1998,ppd,res,1.794
2004,ppd,res,1.7530000000000001
2000,ppd,res,1.782
1997,ppd,res,1.722
2007,ppd,res,2.601
2010,ppd,res,2.586
2003,ppd,res,1.839
2011,ppd,res,2.7960000000000003
2001,ppd,res,1.717
2008,res,res,2.888
2009,res,res,2.819
2005,res,res,2.369
2006,res,res,2.81
2012,res,res,3.303
2014,res,res,3.638
2013,res,res,3.436
1999,res,res,1.242
2002,res,res,1.6280000000000001
2017,res,res,3.702
2016,res,res,4.22
2015,res,res,4.002
1998,res,res,1.192
2004,res,res,2.055
2000,res,res,1.34
1997,res,res,1.158
2007,res,res,2.9
2010,res,res,2.836
2003,res,res,1.925
2011,res,res,3.0700000000000003
2001,res,res,1.387
2008,com,res,1.298
2009,com,res,1.225
2005,com,res,1.103
2006,com,res,1.187
2012,com,res,1.7730000000000001
2014,com,res,1.952
2013,com,res,1.7830000000000001
1999,com,res,0.874
2002,com,res,1.052
2017,com,res,2.283
2016,com,res,2.334
2015,com,res,2.122
1998,com,res,0.735
2004,com,res,1.0130000000000001
2000,com,res,1.0050000000000001
1997,com,res,0.615
2007,com,res,1.12
2010,com,res,1.295
2003,com,res,1.055
2011,com,res,1.575
2001,com,res,1.0050000000000001
2008,amb,res,0.0
2009,amb,res,0.0
2005,amb,res,0.0
2006,amb,res,0.0
2012,amb,res,0.0
2014,amb,res,0.0
2013,amb,res,0.0
1999,amb,res,0.0
2002,amb,res,0.0
2017,amb,res,0.0
2016,amb,res,0.0
2015,amb,res,0.0
1998,amb,res,0.0
2004,amb,res,0.0
2000,amb,res,0.0
1997,amb,res,0.0
2007,amb,res,0.0
2010,amb,res,0.0
2003,amb,res,0.0
2011,amb,res,0.0
2001,amb,res,0.0
2008,fbp,res,45.331
2009,fbp,res,43.754
2005,fbp,res,39.387
2006,fbp,res,40.885
2012,fbp,res,60.742000000000004
2014,fbp,res,72.778
2013,fbp,res,67.115
1999,fbp,res,33.009
2002,fbp,res,31.597
2017,fbp,res,75.161
2016,fbp,res,69.128
2015,fbp,res,70.07000000000001
1998,fbp,res,36.147
2004,fbp,res,38.208
2000,fbp,res,32.591
1997,fbp,res,37.075
2007,fbp,res,43.872
2010,fbp,res,50.898
2003,fbp,res,36.968
2011,fbp,res,58.292
2001,fbp,res,31.133
2008,rec,res,0.31
2009,rec,res,0.307
2005,rec,res,0.275
2006,rec,res,0.297
2012,rec,res,0.29
2014,rec,res,0.28800000000000003
2013,rec,res,0.28600000000000003
1999,rec,res,0.135
2002,rec,res,0.23
2017,rec,res,0.295
2016,rec,res,0.295
2015,rec,res,0.294
1998,rec,res,0.099
2004,rec,res,0.267
2000,rec,res,0.092
1997,rec,res,0.10200000000000001
2007,rec,res,0.339
2010,rec,res,0.309
2003,rec,res,0.25
2011,rec,res,0.336
2001,rec,res,0.166
2008,con,res,1.322
2009,con,res,1.553
2005,con,res,0.876
2006,con,res,0.9480000000000001
2012,con,res,1.6
2014,con,res,1.428
2013,con,res,1.494
1999,con,res,0.87
2002,con,res,0.963
2017,con,res,1.504
2016,con,res,1.494
2015,con,res,1.605
1998,con,res,1.086
2004,con,res,1.008
2000,con,res,0.77
1997,con,res,1.08
2007,con,res,1.2
2010,con,res,1.6380000000000001
2003,con,res,0.965
2011,con,res,1.756
2001,con,res,1.018
2008,agr,res,1.125
2009,agr,res,1.236
2005,agr,res,0.854
2006,agr,res,1.077
2012,agr,res,1.618
2014,agr,res,2.488
2013,agr,res,2.336
1999,agr,res,0.854
2002,agr,res,0.804
2017,agr,res,2.862
2016,agr,res,2.5580000000000003
2015,agr,res,2.344
1998,agr,res,0.882
2004,agr,res,0.859
2000,agr,res,0.872
1997,agr,res,0.854
2007,agr,res,1.105
2010,agr,res,1.31
2003,agr,res,0.98
2011,agr,res,1.5170000000000001
2001,agr,res,0.8320000000000001
2008,eec,res,0.732
2009,eec,res,0.5720000000000001
2005,eec,res,0.555
2006,eec,res,0.758
2012,eec,res,0.7030000000000001
2014,eec,res,0.732
2013,eec,res,0.7000000000000001
1999,eec,res,0.5700000000000001
2002,eec,res,0.468
2017,eec,res,0.9520000000000001
2016,eec,res,0.775
2015,eec,res,0.765
1998,eec,res,0.535
2004,eec,res,0.536
2000,eec,res,0.61
1997,eec,res,0.52
2007,eec,res,0.764
2010,eec,res,0.661
2003,eec,res,0.538
2011,eec,res,0.756
2001,eec,res,0.624
2008,use,res,0.0
2009,use,res,0.0
2005,use,res,0.0
2006,use,res,0.0
2012,use,res,0.0
2014,use,res,0.0
2013,use,res,0.0
1999,use,res,0.0
2002,use,res,0.0
2017,use,res,0.0
2016,use,res,0.0
2015,use,res,0.0
1998,use,res,0.0
2004,use,res,0.0
2000,use,res,0.0
1997,use,res,0.0
2007,use,res,0.0
2010,use,res,0.0
2003,use,res,0.0
2011,use,res,0.0
2001,use,res,0.0
2008,fnd,res,0.0
2009,fnd,res,0.0
2005,fnd,res,0.0
2006,fnd,res,0.0
2012,fnd,res,0.0
2014,fnd,res,0.0
2013,fnd,res,0.0
1999,fnd,res,0.0
2002,fnd,res,0.0
2017,fnd,res,0.0
2016,fnd,res,0.0
2015,fnd,res,0.0
1998,fnd,res,0.0
2004,fnd,res,0.0
2000,fnd,res,0.0
1997,fnd,res,0.0
2007,fnd,res,0.0
2010,fnd,res,0.0
2003,fnd,res,0.0
2011,fnd,res,0.0
2001,fnd,res,0.0
2008,pub,res,0.132
2009,pub,res,0.091
2005,pub,res,0.136
2006,pub,res,0.135
2012,pub,res,0.084
2014,pub,res,0.092
2013,pub,res,0.088
1999,pub,res,0.145
2002,pub,res,0.147
2017,pub,res,0.097
2016,pub,res,0.106
2015,pub,res,0.098
1998,pub,res,0.132
2004,pub,res,0.127
2000,pub,res,0.154
1997,pub,res,0.117
2007,pub,res,0.132
2010,pub,res,0.07200000000000001
2003,pub,res,0.133
2011,pub,res,0.074
2001,pub,res,0.145
2008,hou,res,0.0
2009,hou,res,0.0
2005,hou,res,0.0
2006,hou,res,0.0
2012,hou,res,0.0
2014,hou,res,0.0
2013,hou,res,0.0
1999,hou,res,0.0
2002,hou,res,0.0
2017,hou,res,0.0
2016,hou,res,0.0
2015,hou,res,0.0
1998,hou,res,0.0
2004,hou,res,0.0
2000,hou,res,0.0
1997,hou,res,0.0
2007,hou,res,0.0
2010,hou,res,0.0
2003,hou,res,0.0
2011,hou,res,0.0
2001,hou,res,0.0
2008,ins,res,2.88
2009,ins,res,2.326
2005,ins,res,2.179
2006,ins,res,2.325
2012,ins,res,2.564
2014,ins,res,3.056
2013,ins,res,2.6310000000000002
1999,ins,res,1.413
